project_id,skill_id,importance_weight,minimum_proficiency,minimum_experience_years,required_flag
P00743,SK015,0.243,Intermediate,3,1
P00743,SK016,0.247,Intermediate,2,1
P00744,SK021,0.545,Intermediate,2,1
P00744,SK023,0.191,Advanced,5,1
P00744,SK024,0.022,Beginner,1,0
P00744,SK026,0.243,Beginner,2,1
P00745,SK020,0.307,Advanced,4,1
P00745,SK023,0.601,Intermediate,2,1
P00745,SK024,0.092,Beginner,1,0
P00746,SK004,1.0,Advanced,4,1
P00747,SK017,0.341,Intermediate,3,1
P00747,SK024,0.537,Beginner,1,1
P00747,SK025,0.122,Intermediate,2,0
P00748,SK019,0.802,Beginner,1,1
P00748,SK024,0.144,Intermediate,2,1
P00748,SK026,0.054,Beginner,1,0
P00749,SK004,0.106,Advanced,4,0
P00749,SK024,0.357,Advanced,4,1
P00749,SK027,0.537,Advanced,5,1
P00750,SK001,0.212,Intermediate,3,1
P00750,SK002,0.248,Intermediate,2,1
P00750,SK004,0.222,Intermediate,2,1
P00750,SK024,0.151,Intermediate,2,0
P00750,SK029,0.167,Beginner,1,0
P00751,SK017,0.397,Intermediate,2,1
P00751,SK027,0.603,Intermediate,2,1
P00752,SK011,0.206,Advanced,5,1
P00752,SK014,0.26,Beginner,2,1
P00752,SK018,0.177,Beginner,1,0
P00752,SK023,0.357,Advanced,4,1
P00753,SK024,0.162,Intermediate,2,0
P00753,SK028,0.669,Intermediate,2,1
P00753,SK029,0.169,Intermediate,2,1
P00754,SK024,1.0,Beginner,2,1
P00755,SK001,0.244,Intermediate,2,1
P00755,SK011,0.165,Intermediate,2,1
P00755,SK014,0.142,Intermediate,2,0
P00755,SK017,0.085,Intermediate,2,0
P00755,SK018,0.364,Intermediate,2,1
P00756,SK011,0.785,Advanced,5,1
P00756,SK024,0.113,Intermediate,2,1
P00756,SK027,0.102,Beginner,1,0
P00757,SK020,0.091,Beginner,1,0
P00757,SK022,0.227,Advanced,5,1
P00757,SK023,0.148,Intermediate,2,0
P00757,SK024,0.199,Intermediate,3,1
P00757,SK026,0.151,Intermediate,2,1
P00757,SK036,0.183,Advanced,4,1
P00758,SK001,0.144,Advanced,5,1
P00758,SK014,0.12,Advanced,4,1
P00758,SK017,0.092,Intermediate,2,0
P00758,SK018,0.606,Advanced,4,1
P00758,SK020,0.037,Beginner,1,0
P00759,SK002,0.676,Advanced,5,1
P00759,SK006,0.193,Intermediate,3,1
P00759,SK024,0.131,Intermediate,2,0
P00760,SK004,0.749,Intermediate,2,1
P00760,SK008,0.251,Intermediate,3,1
P00761,SK022,0.087,Advanced,4,1
P00761,SK023,0.046,Intermediate,2,0
P00761,SK024,0.357,Intermediate,2,1
P00761,SK026,0.509,Intermediate,2,1
P00762,SK005,0.237,Intermediate,2,1
P00762,SK024,0.763,Beginner,2,1
P00763,SK001,0.049,Intermediate,2,0
P00763,SK024,0.178,Advanced,5,1
P00763,SK028,0.773,Advanced,4,1
P00764,SK001,0.256,Intermediate,3,1
P00764,SK004,0.744,Advanced,5,1
P00765,SK027,1.0,Intermediate,3,1
P00766,SK011,0.063,Intermediate,2,0
P00766,SK017,0.47,Intermediate,2,1
P00766,SK024,0.241,Beginner,1,1
P00766,SK027,0.226,Beginner,1,1
P00767,SK004,0.067,Intermediate,2,0
P00767,SK005,0.123,Advanced,4,1
P00767,SK024,0.459,Advanced,4,1
P00767,SK027,0.351,Advanced,4,1
P00768,SK024,0.561,Intermediate,2,1
P00768,SK026,0.439,Intermediate,2,1
P00769,SK001,0.094,Intermediate,2,0
P00769,SK011,0.454,Intermediate,2,1
P00769,SK018,0.453,Intermediate,2,1
P00770,SK006,0.054,Beginner,1,0
P00770,SK007,0.46,Advanced,4,1
P00770,SK034,0.486,Intermediate,2,1
P00771,SK002,0.149,Intermediate,2,0
P00771,SK034,0.335,Intermediate,2,1
P00771,SK037,0.517,Intermediate,2,1
P00772,SK023,0.262,Intermediate,2,1
P00772,SK024,0.141,Advanced,4,1
P00772,SK025,0.121,Intermediate,2,0
P00772,SK026,0.476,Intermediate,3,1
P00773,SK008,0.065,Intermediate,2,0
P00773,SK010,0.212,Intermediate,3,1
P00773,SK024,0.723,Intermediate,2,1
P00774,SK001,0.073,Intermediate,2,0
P00774,SK011,0.745,Intermediate,2,1
P00774,SK013,0.182,Beginner,1,1
P00775,SK023,0.089,Beginner,1,1
P00775,SK024,0.085,Intermediate,2,0
P00775,SK025,0.826,Intermediate,2,1
P00776,SK021,0.172,Beginner,1,1
P00776,SK024,0.795,Beginner,2,1
P00776,SK025,0.032,Advanced,4,0
P00777,SK007,0.188,Beginner,1,0
P00777,SK010,0.258,Intermediate,2,1
P00777,SK013,0.554,Advanced,4,1
P00778,SK024,0.073,Intermediate,3,1
P00778,SK025,0.927,Advanced,4,1
P00779,SK011,0.449,Advanced,4,1
P00779,SK017,0.182,Beginner,1,1
P00779,SK024,0.355,Intermediate,2,1
P00779,SK025,0.014,Beginner,1,0
P00780,SK004,0.557,Intermediate,2,1
P00780,SK005,0.443,Advanced,4,1
P00781,SK002,0.304,Beginner,1,1
P00781,SK024,0.696,Intermediate,3,1
P00782,SK011,0.237,Advanced,4,1
P00782,SK017,0.049,Advanced,4,1
P00782,SK024,0.046,Beginner,1,0
P00782,SK027,0.667,Advanced,4,1
P00783,SK027,1.0,Intermediate,2,1
P00784,SK013,0.121,Beginner,1,0
P00784,SK017,0.521,Intermediate,2,1
P00784,SK018,0.213,Intermediate,2,1
P00784,SK023,0.146,Intermediate,2,1
P00785,SK011,0.513,Intermediate,3,1
P00785,SK023,0.163,Beginner,1,0
P00785,SK024,0.323,Intermediate,2,1
P00786,SK019,0.128,Advanced,4,1
P00786,SK023,0.517,Intermediate,3,1
P00786,SK024,0.302,Intermediate,2,1
P00786,SK025,0.053,Beginner,1,0
P00787,SK013,0.528,Advanced,4,1
P00787,SK014,0.025,Beginner,1,0
P00787,SK017,0.447,Advanced,4,1
P00788,SK019,0.228,Intermediate,2,1
P00788,SK020,0.14,Intermediate,2,0
P00788,SK024,0.395,Intermediate,2,1
P00788,SK026,0.238,Advanced,4,1
P00789,SK013,0.312,Intermediate,2,1
P00789,SK014,0.564,Intermediate,3,1
P00789,SK024,0.125,Intermediate,2,0
P00790,SK015,0.42,Intermediate,3,1
P00790,SK017,0.558,Advanced,4,1
P00790,SK018,0.022,Intermediate,2,0
P00791,SK004,0.276,Advanced,4,1
P00791,SK024,0.25,Beginner,1,0
P00791,SK028,0.474,Intermediate,2,1
P00792,SK005,0.339,Beginner,1,1
P00792,SK006,0.484,Intermediate,2,1
P00792,SK013,0.065,Intermediate,2,0
P00792,SK033,0.102,Advanced,4,1
P00792,SK034,0.01,Advanced,4,0
P00793,SK001,0.487,Intermediate,3,1
P00793,SK028,0.017,Beginner,1,0
P00793,SK029,0.496,Advanced,5,1
P00794,SK011,0.1,Beginner,1,0
P00794,SK014,0.08,Beginner,1,0
P00794,SK017,0.163,Intermediate,2,1
P00794,SK023,0.25,Intermediate,2,1
P00794,SK024,0.408,Advanced,4,1
P00795,SK011,0.338,Intermediate,3,1
P00795,SK025,0.662,Advanced,5,1
P00796,SK011,0.324,Intermediate,2,1
P00796,SK024,0.498,Intermediate,2,1
P00796,SK027,0.178,Beginner,1,0
P00797,SK024,0.396,Intermediate,2,1
P00797,SK026,0.604,Intermediate,3,1
P00798,SK019,0.077,Beginner,1,0
P00798,SK022,0.177,Beginner,1,1
P00798,SK023,0.322,Intermediate,2,1
P00798,SK024,0.121,Intermediate,3,1
P00798,SK025,0.292,Intermediate,2,1
P00798,SK026,0.011,Intermediate,2,0
P00799,SK020,0.043,Beginner,1,0
P00799,SK021,0.362,Intermediate,2,1
P00799,SK023,0.208,Intermediate,3,1
P00799,SK024,0.05,Intermediate,2,0
P00799,SK025,0.268,Beginner,1,1
P00799,SK026,0.069,Beginner,1,1
P00800,SK017,0.259,Advanced,5,1
P00800,SK024,0.703,Advanced,5,1
P00800,SK025,0.038,Intermediate,2,0
P00801,SK020,0.382,Advanced,4,1
P00801,SK022,0.336,Beginner,1,1
P00801,SK023,0.121,Beginner,1,0
P00801,SK024,0.125,Intermediate,2,1
P00801,SK025,0.035,Beginner,1,0
P00802,SK021,0.178,Beginner,1,0
P00802,SK023,0.523,Advanced,5,1
P00802,SK024,0.299,Advanced,4,1
P00803,SK022,0.206,Advanced,4,1
P00803,SK023,0.438,Advanced,4,1
P00803,SK024,0.22,Intermediate,2,1
P00803,SK025,0.136,Advanced,4,0
P00804,SK017,0.369,Intermediate,3,1
P00804,SK024,0.631,Intermediate,3,1
P00805,SK024,1.0,Advanced,4,1
P00806,SK002,0.101,Beginner,1,0
P00806,SK024,0.695,Intermediate,3,1
P00806,SK033,0.204,Advanced,4,1
P00807,SK011,0.486,Beginner,1,1
P00807,SK017,0.342,Intermediate,3,1
P00807,SK024,0.172,Intermediate,2,0
P00808,SK019,0.801,Intermediate,2,1
P00808,SK024,0.047,Intermediate,2,0
P00808,SK026,0.153,Intermediate,2,1
P00809,SK004,0.279,Intermediate,2,0
P00809,SK005,0.353,Beginner,1,1
P00809,SK027,0.369,Intermediate,2,1
P00810,SK017,0.583,Advanced,4,1
P00810,SK024,0.417,Advanced,4,1
P00811,SK005,0.079,Intermediate,2,0
P00811,SK006,0.533,Intermediate,2,1
P00811,SK007,0.175,Intermediate,3,1
P00811,SK013,0.156,Advanced,4,1
P00811,SK036,0.057,Beginner,1,0
P00812,SK001,0.394,Intermediate,3,1
P00812,SK011,0.166,Intermediate,3,1
P00812,SK014,0.281,Intermediate,2,1
P00812,SK024,0.159,Intermediate,2,0
P00813,SK024,0.759,Advanced,4,1
P00813,SK025,0.241,Intermediate,2,1
P00814,SK024,0.919,Intermediate,2,1
P00814,SK027,0.081,Advanced,4,1
P00815,SK001,0.262,Intermediate,3,1
P00815,SK013,0.103,Intermediate,2,0
P00815,SK014,0.2,Intermediate,2,1
P00815,SK018,0.33,Intermediate,2,1
P00815,SK024,0.105,Advanced,4,0
P00816,SK001,0.445,Intermediate,2,1
P00816,SK002,0.17,Intermediate,2,0
P00816,SK008,0.385,Beginner,1,1
P00817,SK013,0.693,Intermediate,2,1
P00817,SK014,0.049,Intermediate,2,1
P00817,SK018,0.212,Advanced,4,1
P00817,SK024,0.046,Intermediate,2,0
P00818,SK020,0.157,Intermediate,2,0
P00818,SK024,0.252,Intermediate,3,1
P00818,SK026,0.591,Beginner,1,1
P00819,SK011,0.337,Advanced,4,1
P00819,SK024,0.65,Advanced,4,1
P00819,SK027,0.012,Intermediate,2,0
P00820,SK001,0.468,Intermediate,2,1
P00820,SK011,0.027,Beginner,1,0
P00820,SK014,0.439,Advanced,4,1
P00820,SK024,0.066,Intermediate,2,1
P00821,SK013,0.022,Beginner,1,0
P00821,SK014,0.401,Advanced,5,1
P00821,SK018,0.241,Advanced,4,1
P00821,SK024,0.337,Advanced,4,1
P00822,SK011,0.526,Intermediate,2,1
P00822,SK024,0.187,Intermediate,3,1
P00822,SK025,0.045,Intermediate,2,0
P00822,SK026,0.242,Intermediate,3,1
P00823,SK004,0.101,Beginner,1,0
P00823,SK005,0.724,Intermediate,2,1
P00823,SK027,0.175,Beginner,1,1
P00824,SK002,0.123,Advanced,4,0
P00824,SK005,0.379,Beginner,1,1
P00824,SK008,0.217,Intermediate,2,1
P00824,SK024,0.281,Intermediate,2,1
P00825,SK001,0.035,Intermediate,2,0
P00825,SK024,0.217,Intermediate,2,1
P00825,SK028,0.393,Advanced,5,1
P00825,SK029,0.355,Beginner,2,1
P00826,SK020,0.52,Intermediate,2,1
P00826,SK022,0.136,Advanced,4,1
P00826,SK023,0.037,Beginner,1,0
P00826,SK024,0.082,Intermediate,3,1
P00826,SK025,0.037,Intermediate,2,0
P00826,SK026,0.188,Beginner,2,1
P00827,SK022,0.014,Intermediate,2,0
P00827,SK023,0.444,Intermediate,2,1
P00827,SK024,0.215,Advanced,5,1
P00827,SK025,0.118,Beginner,1,0
P00827,SK026,0.209,Intermediate,2,1
P00828,SK013,0.431,Intermediate,2,1
P00828,SK015,0.112,Intermediate,2,1
P00828,SK016,0.106,Intermediate,2,0
P00828,SK017,0.029,Beginner,1,0
P00828,SK024,0.322,Intermediate,2,1
P00829,SK007,0.26,Advanced,5,1
P00829,SK024,0.211,Intermediate,2,0
P00829,SK034,0.529,Intermediate,2,1
P00830,SK001,0.06,Intermediate,2,0
P00830,SK011,0.283,Advanced,5,1
P00830,SK013,0.26,Intermediate,2,1
P00830,SK014,0.044,Intermediate,2,0
P00830,SK018,0.23,Advanced,4,1
P00830,SK024,0.123,Beginner,1,1
P00831,SK023,0.317,Advanced,4,1
P00831,SK024,0.683,Intermediate,3,1
P00832,SK001,0.203,Advanced,4,1
P00832,SK011,0.023,Beginner,1,0
P00832,SK014,0.318,Beginner,1,1
P00832,SK023,0.021,Beginner,1,0
P00832,SK024,0.436,Intermediate,2,1
P00833,SK022,0.257,Intermediate,3,1
P00833,SK023,0.538,Advanced,4,1
P00833,SK024,0.163,Advanced,4,1
P00833,SK025,0.041,Advanced,4,0
P00834,SK022,0.024,Intermediate,2,0
P00834,SK024,0.419,Beginner,1,1
P00834,SK025,0.134,Advanced,4,1
P00834,SK026,0.423,Advanced,4,1
P00835,SK011,0.24,Beginner,1,0
P00835,SK024,0.305,Beginner,1,1
P00835,SK027,0.455,Intermediate,2,1
P00836,SK019,0.131,Advanced,4,1
P00836,SK021,0.049,Intermediate,2,0
P00836,SK022,0.386,Advanced,4,1
P00836,SK024,0.328,Intermediate,2,1
P00836,SK025,0.107,Intermediate,2,0
P00837,SK022,0.67,Advanced,5,1
P00837,SK024,0.33,Intermediate,3,1
P00838,SK011,0.302,Intermediate,3,1
P00838,SK013,0.072,Beginner,1,0
P00838,SK014,0.317,Intermediate,3,1
P00838,SK020,0.009,Beginner,1,0
P00838,SK024,0.3,Beginner,1,1
P00839,SK008,0.15,Intermediate,2,1
P00839,SK010,0.85,Intermediate,2,1
P00840,SK011,0.22,Intermediate,2,1
P00840,SK017,0.152,Intermediate,2,0
P00840,SK024,0.629,Beginner,1,1
P00841,SK017,0.663,Intermediate,2,1
P00841,SK025,0.337,Beginner,2,1
P00842,SK021,0.114,Intermediate,2,1
P00842,SK022,0.074,Intermediate,2,0
P00842,SK023,0.078,Beginner,1,0
P00842,SK025,0.225,Intermediate,3,1
P00842,SK026,0.51,Intermediate,3,1
P00843,SK004,0.596,Beginner,2,1
P00843,SK024,0.32,Beginner,1,1
P00843,SK027,0.084,Advanced,4,0
P00844,SK020,0.047,Beginner,1,0
P00844,SK022,0.595,Intermediate,3,1
P00844,SK024,0.069,Beginner,1,0
P00844,SK025,0.091,Advanced,4,1
P00844,SK026,0.197,Intermediate,2,1
P00845,SK004,0.134,Intermediate,3,1
P00845,SK005,0.022,Beginner,1,0
P00845,SK024,0.194,Intermediate,2,1
P00845,SK027,0.65,Intermediate,2,1
P00846,SK001,0.065,Intermediate,3,1
P00846,SK013,0.135,Intermediate,2,1
P00846,SK016,0.166,Advanced,5,1
P00846,SK017,0.013,Beginner,1,0
P00846,SK018,0.335,Intermediate,2,1
P00846,SK022,0.038,Beginner,1,0
P00846,SK024,0.247,Intermediate,2,1
P00847,SK011,0.226,Intermediate,2,1
P00847,SK018,0.639,Intermediate,3,1
P00847,SK020,0.135,Intermediate,2,0
P00848,SK005,0.279,Advanced,5,1
P00848,SK027,0.721,Intermediate,2,1
P00849,SK005,0.149,Advanced,4,1
P00849,SK037,0.851,Intermediate,2,1
P00850,SK013,0.057,Intermediate,2,0
P00850,SK014,0.023,Advanced,4,0
P00850,SK017,0.17,Advanced,5,1
P00850,SK018,0.109,Advanced,4,1
P00850,SK023,0.641,Beginner,2,1
P00851,SK022,0.382,Advanced,4,1
P00851,SK023,0.232,Advanced,5,1
P00851,SK024,0.05,Beginner,1,0
P00851,SK025,0.336,Intermediate,2,1
P00852,SK013,0.028,Intermediate,2,0
P00852,SK015,0.157,Intermediate,3,1
P00852,SK017,0.102,Beginner,2,1
P00852,SK018,0.052,Beginner,1,0
P00852,SK020,0.39,Intermediate,2,1
P00852,SK024,0.271,Intermediate,2,1
P00853,SK001,0.104,Beginner,1,0
P00853,SK011,0.314,Intermediate,2,1
P00853,SK013,0.325,Intermediate,2,1
P00853,SK018,0.121,Intermediate,2,0
P00853,SK020,0.136,Advanced,4,1
P00854,SK020,0.236,Advanced,4,0
P00854,SK024,0.466,Intermediate,3,1
P00854,SK026,0.297,Beginner,2,1
P00855,SK011,0.301,Intermediate,3,1
P00855,SK017,0.083,Beginner,1,0
P00855,SK024,0.286,Advanced,4,1
P00855,SK027,0.33,Intermediate,3,1
P00856,SK008,0.231,Advanced,4,1
P00856,SK009,0.365,Beginner,2,1
P00856,SK024,0.275,Beginner,2,1
P00856,SK036,0.129,Advanced,4,0
P00857,SK005,0.703,Intermediate,2,1
P00857,SK024,0.214,Advanced,4,1
P00857,SK027,0.083,Intermediate,2,0
P00858,SK011,0.335,Advanced,4,1
P00858,SK017,0.149,Intermediate,2,0
P00858,SK024,0.156,Advanced,5,1
P00858,SK025,0.36,Beginner,2,1
P00859,SK001,0.432,Intermediate,2,1
P00859,SK029,0.568,Advanced,4,1
P00860,SK004,0.555,Intermediate,3,1
P00860,SK024,0.109,Intermediate,2,0
P00860,SK029,0.336,Intermediate,2,1
P00861,SK005,0.556,Advanced,4,1
P00861,SK024,0.124,Intermediate,2,0
P00861,SK027,0.32,Intermediate,2,1
P00862,SK021,0.115,Beginner,1,1
P00862,SK022,0.322,Advanced,4,1
P00862,SK023,0.493,Intermediate,2,1
P00862,SK024,0.022,Intermediate,2,0
P00862,SK036,0.047,Beginner,1,0
P00863,SK019,0.441,Intermediate,2,1
P00863,SK021,0.099,Intermediate,2,0
P00863,SK026,0.461,Intermediate,3,1
P00864,SK011,0.34,Intermediate,2,1
P00864,SK017,0.564,Intermediate,2,1
P00864,SK027,0.096,Beginner,1,0
P00865,SK022,0.262,Intermediate,2,0
P00865,SK025,0.424,Advanced,5,1
P00865,SK026,0.314,Intermediate,2,1
P00866,SK020,0.112,Intermediate,2,1
P00866,SK022,0.093,Beginner,1,0
P00866,SK023,0.066,Intermediate,2,0
P00866,SK024,0.148,Intermediate,3,1
P00866,SK025,0.182,Beginner,1,1
P00866,SK026,0.399,Advanced,4,1
P00867,SK011,0.009,Intermediate,2,0
P00867,SK017,0.199,Intermediate,3,1
P00867,SK025,0.792,Intermediate,2,1
P00868,SK011,0.698,Intermediate,2,1
P00868,SK024,0.302,Beginner,1,1
P00869,SK004,0.21,Beginner,1,0
P00869,SK005,0.412,Advanced,4,1
P00869,SK027,0.378,Intermediate,3,1
P00870,SK011,0.366,Intermediate,2,1
P00870,SK017,0.25,Intermediate,3,1
P00870,SK024,0.154,Intermediate,2,0
P00870,SK027,0.23,Intermediate,2,1
P00871,SK011,0.267,Intermediate,3,1
P00871,SK017,0.551,Intermediate,2,1
P00871,SK024,0.183,Intermediate,2,0
P00872,SK011,0.291,Intermediate,2,1
P00872,SK023,0.709,Intermediate,2,1
P00873,SK011,0.08,Beginner,1,0
P00873,SK013,0.094,Beginner,1,0
P00873,SK015,0.264,Intermediate,2,1
P00873,SK018,0.186,Intermediate,2,1
P00873,SK024,0.376,Intermediate,2,1
P00874,SK020,0.025,Beginner,1,0
P00874,SK022,0.543,Advanced,4,1
P00874,SK024,0.262,Intermediate,2,1
P00874,SK026,0.17,Intermediate,3,1
P00875,SK011,0.138,Intermediate,2,0
P00875,SK017,0.709,Beginner,1,1
P00875,SK027,0.153,Intermediate,3,1
P00876,SK011,0.582,Advanced,5,1
P00876,SK017,0.063,Beginner,1,1
P00876,SK024,0.315,Intermediate,3,1
P00876,SK025,0.04,Advanced,4,0
P00877,SK004,0.156,Intermediate,3,1
P00877,SK005,0.844,Advanced,4,1
P00878,SK024,1.0,Intermediate,2,1
P00879,SK004,0.034,Beginner,1,0
P00879,SK005,0.743,Intermediate,2,1
P00879,SK024,0.07,Intermediate,2,1
P00879,SK027,0.153,Advanced,5,1
P00880,SK004,0.308,Intermediate,2,1
P00880,SK005,0.386,Intermediate,2,1
P00880,SK027,0.306,Intermediate,2,0
P00881,SK007,0.481,Intermediate,2,1
P00881,SK036,0.519,Intermediate,2,1
P00882,SK011,0.368,Advanced,4,1
P00882,SK017,0.321,Intermediate,2,1
P00882,SK024,0.311,Intermediate,2,0
P00883,SK004,0.698,Advanced,5,1
P00883,SK034,0.045,Beginner,1,0
P00883,SK036,0.257,Advanced,4,1
P00884,SK011,0.45,Intermediate,2,1
P00884,SK022,0.286,Advanced,4,1
P00884,SK026,0.264,Beginner,1,0
P00885,SK021,0.301,Beginner,1,1
P00885,SK023,0.054,Intermediate,2,0
P00885,SK024,0.063,Intermediate,2,1
P00885,SK026,0.581,Advanced,4,1
P00886,SK011,0.048,Beginner,1,0
P00886,SK017,0.397,Advanced,4,1
P00886,SK024,0.381,Intermediate,2,1
P00886,SK025,0.174,Beginner,1,1
P00887,SK011,0.256,Intermediate,3,1
P00887,SK013,0.097,Beginner,1,0
P00887,SK017,0.544,Advanced,4,1
P00887,SK022,0.103,Beginner,1,1
P00888,SK014,0.218,Intermediate,2,1
P00888,SK017,0.782,Beginner,1,1
P00889,SK017,0.618,Beginner,1,1
P00889,SK024,0.382,Intermediate,2,1
P00890,SK001,0.162,Intermediate,2,0
P00890,SK005,0.389,Beginner,2,1
P00890,SK008,0.22,Intermediate,2,1
P00890,SK010,0.23,Intermediate,3,1
P00891,SK013,0.177,Intermediate,2,0
P00891,SK014,0.236,Advanced,5,1
P00891,SK017,0.587,Advanced,4,1
P00892,SK011,0.167,Intermediate,2,1
P00892,SK024,0.155,Beginner,1,0
P00892,SK025,0.678,Intermediate,2,1
P00893,SK022,0.406,Advanced,4,1
P00893,SK025,0.594,Intermediate,2,1
P00894,SK022,0.293,Advanced,4,1
P00894,SK024,0.263,Intermediate,2,1
P00894,SK025,0.347,Advanced,5,1
P00894,SK026,0.097,Beginner,1,0
P00895,SK020,0.243,Beginner,1,1
P00895,SK026,0.757,Advanced,5,1
P00896,SK019,0.721,Intermediate,2,1
P00896,SK026,0.279,Intermediate,3,1
P00897,SK011,1.0,Beginner,1,1
P00898,SK001,0.024,Intermediate,2,0
P00898,SK011,0.052,Beginner,1,1
P00898,SK014,0.023,Beginner,1,0
P00898,SK015,0.077,Intermediate,2,1
P00898,SK016,0.051,Beginner,1,1
P00898,SK018,0.438,Intermediate,2,1
P00898,SK024,0.335,Beginner,1,1
P00899,SK002,0.687,Intermediate,2,1
P00899,SK004,0.267,Intermediate,3,1
P00899,SK028,0.046,Intermediate,2,0
P00900,SK004,0.343,Intermediate,2,1
P00900,SK006,0.624,Advanced,5,1
P00900,SK024,0.034,Intermediate,2,0
P00001,SK044,0.8,Intermediate,2,1
P00001,SK052,0.57,Beginner,1,0
P00001,SK040,0.73,Intermediate,2,1
P00001,SK046,0.63,Beginner,1,0
P00001,SK045,0.85,Intermediate,2,1
P00001,SK039,0.69,Intermediate,2,1
P00002,SK044,0.92,Intermediate,2,1
P00002,SK052,0.83,Beginner,1,0
P00002,SK040,0.78,Intermediate,2,1
P00002,SK041,0.85,Intermediate,2,1
P00002,SK045,0.8,Intermediate,2,1
P00002,SK039,0.73,Intermediate,2,1
P00003,SK044,0.6,Intermediate,2,1
P00003,SK052,0.89,Beginner,1,0
P00003,SK040,0.72,Intermediate,2,1
P00003,SK041,0.6,Intermediate,2,1
P00003,SK045,0.62,Intermediate,2,1
P00003,SK039,0.82,Intermediate,2,1
P00004,SK044,0.8,Intermediate,2,1
P00004,SK052,0.83,Beginner,1,0
P00004,SK040,0.67,Intermediate,2,1
P00004,SK046,0.74,Beginner,1,0
P00004,SK045,0.91,Intermediate,2,1
P00004,SK039,0.6,Intermediate,2,1
P00005,SK044,0.9,Intermediate,2,1
P00005,SK052,0.78,Beginner,1,0
P00005,SK045,0.67,Intermediate,2,1
P00005,SK046,0.9,Beginner,1,0
P00005,SK039,0.65,Intermediate,2,1
P00005,SK043,0.76,Beginner,1,0
P00006,SK044,0.63,Intermediate,2,1
P00006,SK052,0.92,Beginner,1,0
P00006,SK045,0.92,Intermediate,2,1
P00006,SK046,0.6,Beginner,1,0
P00006,SK039,0.6,Intermediate,2,1
P00006,SK043,0.72,Beginner,1,0
P00007,SK044,0.83,Intermediate,2,1
P00007,SK052,0.55,Beginner,1,0
P00007,SK045,0.91,Intermediate,2,1
P00007,SK046,0.83,Beginner,1,0
P00007,SK039,0.8,Intermediate,2,1
P00007,SK043,0.91,Beginner,1,0
P00008,SK044,0.77,Intermediate,2,1
P00008,SK052,0.75,Beginner,1,0
P00008,SK041,0.69,Intermediate,2,1
P00008,SK040,0.68,Intermediate,2,1
P00008,SK045,0.74,Intermediate,2,1
P00008,SK039,0.93,Intermediate,2,1
P00009,SK044,0.79,Intermediate,2,1
P00009,SK052,0.84,Beginner,1,0
P00009,SK040,0.7,Intermediate,2,1
P00009,SK041,0.73,Intermediate,2,1
P00009,SK045,0.75,Intermediate,2,1
P00009,SK039,0.7,Intermediate,2,1
P00010,SK044,0.94,Intermediate,2,1
P00010,SK052,0.58,Beginner,1,0
P00010,SK040,0.94,Intermediate,2,1
P00010,SK041,0.87,Intermediate,2,1
P00010,SK045,0.59,Intermediate,2,1
P00010,SK039,0.89,Intermediate,2,1
P00011,SK044,0.79,Intermediate,2,1
P00011,SK052,0.65,Beginner,1,0
P00011,SK041,0.57,Intermediate,2,1
P00011,SK040,0.62,Intermediate,2,1
P00011,SK045,0.56,Intermediate,2,1
P00011,SK048,0.61,Beginner,1,0
P00012,SK044,0.6,Intermediate,2,1
P00012,SK052,0.6,Beginner,1,0
P00012,SK045,0.6,Intermediate,2,1
P00012,SK046,0.84,Beginner,1,0
P00012,SK039,0.57,Intermediate,2,1
P00012,SK043,0.62,Beginner,1,0
P00013,SK044,0.81,Intermediate,2,1
P00013,SK052,0.89,Beginner,1,0
P00013,SK040,0.56,Intermediate,2,1
P00013,SK041,0.81,Intermediate,2,1
P00013,SK045,0.65,Intermediate,2,1
P00013,SK039,0.72,Intermediate,2,1
P00014,SK044,0.56,Intermediate,2,1
P00014,SK052,0.76,Beginner,1,0
P00014,SK041,0.79,Intermediate,2,1
P00014,SK040,0.8,Intermediate,2,1
P00014,SK045,0.69,Intermediate,2,1
P00014,SK039,0.83,Intermediate,2,1
P00015,SK044,0.55,Intermediate,2,1
P00015,SK052,0.59,Beginner,1,0
P00015,SK045,0.66,Intermediate,2,1
P00015,SK046,0.89,Beginner,1,0
P00015,SK039,0.63,Intermediate,2,1
P00015,SK043,0.77,Beginner,1,0
P00016,SK044,0.62,Intermediate,2,1
P00016,SK052,0.57,Beginner,1,0
P00016,SK040,0.69,Intermediate,2,1
P00016,SK046,0.55,Beginner,1,0
P00016,SK045,0.83,Intermediate,2,1
P00016,SK039,0.78,Intermediate,2,1
P00017,SK044,0.81,Intermediate,2,1
P00017,SK052,0.89,Beginner,1,0
P00017,SK041,0.92,Intermediate,2,1
P00017,SK040,0.87,Intermediate,2,1
P00017,SK045,0.76,Intermediate,2,1
P00017,SK039,0.78,Intermediate,2,1
P00018,SK044,0.74,Intermediate,2,1
P00018,SK052,0.67,Beginner,1,0
P00018,SK045,0.79,Intermediate,2,1
P00018,SK046,0.61,Beginner,1,0
P00018,SK039,0.9,Intermediate,2,1
P00018,SK043,0.57,Beginner,1,0
P00019,SK044,0.79,Intermediate,2,1
P00019,SK052,0.7,Beginner,1,0
P00019,SK040,0.77,Intermediate,2,1
P00019,SK046,0.94,Beginner,1,0
P00019,SK045,0.69,Intermediate,2,1
P00019,SK039,0.78,Intermediate,2,1
P00020,SK044,0.64,Intermediate,2,1
P00020,SK052,0.86,Beginner,1,0
